,season,firstName,lastName,position,origin,destination,transferDate,eligibility,rating,stars
3821,2025,Arias,Nash,DL,Mercer,Virginia Tech,2025-01-06 23:08:00+00:00,Immediate,0.87,3.0
3822,2025,Baylin,Brooks,WR,San Diego State,Western Michigan,2025-01-07 21:44:00+00:00,Immediate,0.82,3.0
3823,2025,Jacob,Merrifield,DL,Florida Atlantic,South Florida,2024-12-15 06:10:00+00:00,Immediate,,3.0
3824,2025,Princewill,Umanmielen,EDGE,Nebraska,Ole Miss,2024-12-15 02:12:00+00:00,Immediate,0.94,4.0
3825,2025,Nick,Sharpe,IOL,Wake Forest,South Carolina,2024-12-15 00:22:00+00:00,Immediate,0.85,3.0
3826,2025,Matthew,Littlejohn,S,California,,2025-01-30 21:37:00+00:00,Withdrawn,,3.0
3827,2025,Nate,Adams,OT,Stephen F. Austin,South Dakota State,2025-04-07 15:47:00+00:00,Immediate,,2.0
3828,2025,Caleb,Goodie,WR,Colorado State,Cincinnati,2024-12-15 19:36:00+00:00,Immediate,0.86,3.0
3829,2025,Tommy,Ziesmer,DL,Kentucky,Eastern Kentucky,2024-12-15 19:08:35+00:00,Immediate,,3.0
3830,2025,Demarcus,Griffin-Taylor,CB,Louisiana Tech,,2025-01-29 17:19:58+00:00,Withdrawn,,3.0
3831,2025,Daniel,Kaelin,QB,Nebraska,Virginia,2024-12-15 16:41:00+00:00,Immediate,0.86,3.0
3832,2025,Michael,Jordan Jr.,DL,Northern Colorado,Fresno State,2025-01-10 19:40:00+00:00,Immediate,,
3833,2025,Otto,Tia,WR,Utah State,Utah,2024-12-26 19:34:00+00:00,Immediate,0.86,3.0
3834,2025,Jakolbe,Baldwin,WR,NC State,Marshall,2024-12-21 06:00:00+00:00,Immediate,,3.0
3835,2025,Trey,Fields,LB,Sam Houston,North Texas,2024-12-15 14:32:00+00:00,Immediate,,
3836,2025,Julian,Humphrey,CB,Georgia,Texas A&M,2024-12-15 14:30:00+00:00,Immediate,0.91,4.0
3837,2025,Trey,Wilhoit,P,Florida A&M,Florida International,2025-01-09 06:00:00+00:00,Immediate,,
3838,2025,Cameron,Edge,QB,Maryland,Eastern Michigan,2024-12-23 18:59:00+00:00,Immediate,0.82,3.0
3839,2025,Jaden,Rios,CB,East Texas A&M,Texas State,2024-12-22 17:18:00+00:00,Immediate,0.82,3.0
3840,2025,Max,Baloun,DL,South Dakota State,Washington State,2025-01-05 18:26:00+00:00,Immediate,0.85,3.0
3841,2025,Pryce,Yates,DL,UConn,North Carolina,2025-01-08 02:48:00+00:00,Immediate,0.92,4.0
3842,2025,Malik,Benson,WR,Florida State,Oregon,2025-01-07 15:04:00+00:00,Immediate,0.91,4.0
3843,2025,Connor,Henderson,LB,North Texas,Buffalo,2025-02-05 06:00:00+00:00,Immediate,,
3844,2025,Isaiah,Cobbs,WR,Washington State,Austin Peay,2025-01-23 17:40:00+00:00,Immediate,,3.0
3845,2025,Quincy,Craig,RB,Portland State,Arizona,2025-01-09 17:20:00+00:00,Immediate,0.85,3.0
3846,2025,Keanu,Mailoto,DL,Arizona,Boise State,2024-12-26 00:00:00+00:00,Immediate,,3.0
3847,2025,Carmello,Jones,EDGE,Baylor,Jackson State,2025-01-09 18:42:00+00:00,Immediate,,3.0
3848,2025,Karim,McCune II,WR,Fresno State,Northwood (MI),2025-01-09 16:17:00+00:00,Immediate,,3.0
3849,2025,Bryson,Harrington,DL,Pittsburgh,Fresno State,2025-01-31 15:22:00+00:00,Immediate,,2.0
3850,2025,Keagan,Johnson,WR,Kansas State,New Mexico,2024-12-27 23:19:00+00:00,Immediate,0.85,3.0
3851,2025,Ezra,Moleni,RB,Sacramento State,,2025-03-10 05:00:00+00:00,Immediate,,
3852,2025,Louie,Canepa,OT,New Mexico State,Oklahoma State,2024-12-22 17:11:00+00:00,Immediate,0.86,3.0
3853,2025,Devin,Neal,S,Louisville,Virginia,2024-12-15 16:54:00+00:00,Immediate,0.86,3.0
3854,2025,Adrian,Wilson,WR,Colorado,North Carolina,2025-04-17 13:20:00+00:00,Immediate,0.87,3.0
3855,2025,Darron,Reed Jr.,DL,Auburn,Mississippi State,2024-12-26 18:32:00+00:00,Immediate,0.86,3.0
3856,2025,Za'Ron,Collins,WR,Greeneville,James Madison,2025-01-07 16:35:00+00:00,Immediate,0.82,3.0
3857,2025,Jaden,Harris,S,Miami,Georgia,2025-01-07 14:22:12+00:00,Immediate,0.86,3.0
3858,2025,Cam'Ron,Dabney,CB,Northern Illinois,Western Carolina,2024-12-20 19:12:00+00:00,Immediate,,3.0
3859,2025,Sirri,Kandiyeli,IOL,Arizona State,Southern Utah,2025-01-23 22:07:00+00:00,Immediate,,3.0
3860,2025,Chris,Barnes,WR,Washington State,Wake Forest,2025-01-06 06:00:00+00:00,Immediate,0.84,3.0
3861,2025,Angelo,Stockstill,S,Western Michigan,Kent State,2024-12-21 15:25:00+00:00,Immediate,,2.0
3862,2025,Jamond,Mathis,EDGE,Southern Illinois,Kent State,2024-12-21 15:24:00+00:00,Immediate,,3.0
3863,2025,Semaj,Cross,S,Lafayette,Kent State,2024-12-21 15:22:00+00:00,Immediate,0.83,3.0
3864,2025,Damarjhe,Lewis,DL,Purdue,SMU,2025-01-04 22:00:00+00:00,Immediate,0.85,3.0
3865,2025,Tylan,Hines,RB,Hawai'i,Tarleton State,2025-01-13 22:31:00+00:00,Immediate,,3.0
3866,2025,Tyler,Evans,WR,West Virginia,Robert Morris,2025-01-02 04:44:00+00:00,Immediate,,
3867,2025,Aramoni,Rhone,WR,Arkansas-Pine Bluff,UTEP,2025-01-14 06:00:00+00:00,Immediate,0.83,3.0
3868,2025,Jay,Ducker,RB,Sam Houston,Temple,2025-01-17 21:57:00+00:00,Immediate,0.85,3.0
3869,2025,Israel,Carter,QB,South Florida,Norfolk State,2025-01-17 17:56:00+00:00,Immediate,0.86,3.0
3870,2025,Mason,Shipley,K,Texas State,Texas,2025-04-19 00:30:00+00:00,Immediate,,
3871,2025,Donald,Chaney Jr.,RB,Louisville,Charlotte,2025-01-10 03:05:00+00:00,Immediate,0.85,3.0
3872,2025,Christian,Ellis,S,New Mexico,Virginia Tech,2025-01-09 17:33:00+00:00,Immediate,0.85,3.0
3873,2025,Nickendre,Stiger,S,Kansas State,Old Dominion,2025-01-04 23:16:00+00:00,Immediate,0.83,3.0
3874,2025,Trace,Bruckler,TE,New Mexico,Ole Miss,2025-01-10 00:33:00+00:00,Immediate,0.85,3.0
3875,2025,Andrew,McIlquham,LS,Temple,UNLV,2025-01-09 16:16:00+00:00,Immediate,,
3876,2025,Lyrik,Rawls,S,Oklahoma State,Kansas,2024-12-13 15:30:00+00:00,Immediate,,3.0
3877,2025,Preston,Cushman,OT,Ole Miss,UCF,2024-12-23 17:04:00+00:00,Immediate,0.86,3.0
3878,2025,Amari,Smith,IOL,Mississippi State,Northwest Mississippi C.C.,2025-02-06 05:49:00+00:00,Immediate,,3.0
3879,2025,Cohen,Fuller,DL,Coastal Carolina,UNLV,2025-01-14 05:33:00+00:00,Immediate,,
3880,2025,Antonio,Harmon,WR,Mississippi State,Marshall,2024-12-21 16:40:00+00:00,Immediate,,3.0
3881,2025,Kenny,Lueth,QB,Northern Illinois,Northern Colorado,2025-02-11 04:41:00+00:00,Immediate,,2.0
3882,2025,Koby,Keenum,IOL,Kentucky,Mississippi State,2024-12-22 21:14:00+00:00,Immediate,0.86,3.0
3883,2025,Isaiah,Neyor,WR,Nebraska,,2025-01-01 15:56:00+00:00,Withdrawn,0.88,3.0
3884,2025,Anthony,Boswell,IOL,Purdue,Toledo,2024-12-20 19:13:00+00:00,Immediate,0.78,2.0
3885,2025,CJ,Nunnally IV,EDGE,Akron,Purdue,2025-01-03 20:07:00+00:00,Immediate,0.84,3.0
3886,2025,Grant,Tucker,WR,App State,Wofford,2025-01-01 20:12:00+00:00,Immediate,,4.0
3887,2025,Kenji,Christian,RB,North Carolina A&T,Toledo,2024-12-24 16:58:00+00:00,Immediate,0.85,3.0
3888,2025,C.J.,Williams,WR,Wisconsin,Stanford,2024-12-27 18:23:00+00:00,Immediate,0.86,3.0
3889,2025,Elijah,Gilliam,RB,Fresno State,,2025-01-09 03:26:10+00:00,Withdrawn,,
3890,2025,Jordan,Young,CB,Cincinnati,Arkansas,2024-12-21 06:00:00+00:00,Immediate,0.86,3.0
3891,2025,Keli,Lawson,LB,Virginia Tech,UCF,2024-12-25 04:07:00+00:00,Immediate,0.86,3.0
3892,2025,Nick,DeGennaro,WR,Richmond,James Madison,2025-01-14 16:43:00+00:00,Immediate,0.83,3.0
3893,2025,Ashton,Nawrocki,EDGE,Butler,Ball State,2025-01-15 06:00:00+00:00,Immediate,0.83,3.0
3894,2025,Lorenzo,Vitti,CB,Navy,Hope ,2025-01-16 01:18:00+00:00,Immediate,,3.0
3895,2025,Ryland,Gandy,CB,Pittsburgh,Indiana,2025-01-06 21:53:00+00:00,Immediate,0.87,3.0
3896,2025,Levi,Wentz,WR,Albany,Kansas,2024-12-20 23:52:00+00:00,Immediate,0.86,3.0
3897,2025,David,Oke,DL,Abilene Christian,Arkansas,2024-12-20 23:44:00+00:00,Immediate,0.88,3.0
3898,2025,Deshawn,McKnight,DL,UT Martin,Arizona,2024-12-20 23:37:00+00:00,Immediate,0.87,3.0
3899,2025,Jaden,Williams,DL,Wyoming,Kentucky,2024-12-20 06:00:00+00:00,Immediate,0.86,3.0
3900,2025,Henry,Ikahihifo,DL,Nevada,,2024-12-27 18:48:00+00:00,Immediate,,3.0
3901,2025,Mar'Quavious,Moss,S,West Georgia,Kansas State,2024-12-20 23:04:00+00:00,Immediate,0.85,3.0
3902,2025,Aziah,Johnson,WR,Michigan State,North Carolina,2024-12-20 22:54:00+00:00,Immediate,0.87,3.0
3903,2025,Enai,White,EDGE,Texas A&M,Penn State,2024-12-20 22:49:00+00:00,Immediate,0.86,3.0
3904,2025,Anthony,Brown,S,Purdue,South Alabama,2025-01-14 15:48:00+00:00,Immediate,,3.0
3905,2025,Sage,Ryan,S,LSU,Ole Miss,2024-12-20 22:18:00+00:00,Immediate,0.86,3.0
3906,2025,Terrance,McWilliams,WR,Minnesota,Louisville,2025-01-01 16:33:00+00:00,Immediate,0.84,3.0
3907,2025,Blake,Tabaracci,LB,New Mexico,San José State,2025-01-18 06:00:00+00:00,Immediate,,3.0
3908,2025,Maddox,Marcellus,LB,Eastern Kentucky,Virginia,2024-12-20 22:15:00+00:00,Immediate,0.85,3.0
3909,2025,Grayson,Loftis,QB,Duke,Charlotte,2024-12-20 22:04:00+00:00,Immediate,0.85,3.0
3910,2025,Caleb,Redd,EDGE,Kentucky,Kansas,2024-12-20 22:04:00+00:00,Immediate,0.84,3.0
3911,2025,Cody,Hardy,TE,Elon,NC State,2024-12-20 21:14:00+00:00,Immediate,0.85,3.0
3912,2025,Jacob,Manu,LB,Arizona,Washington,2024-12-20 20:50:00+00:00,Immediate,0.86,3.0
3913,2025,Kitione,Tau,DL,Nevada,,2024-12-27 18:49:00+00:00,Immediate,,
3914,2025,Dante,Dowdell,RB,Nebraska,Kentucky,2024-12-20 23:09:32+00:00,Immediate,0.89,3.0
3915,2025,Tyrin,Smith,WR,Cincinnati,Texas State,2024-12-26 16:58:00+00:00,Immediate,0.85,3.0
3916,2025,Andrew,Kilfoyl,IOL,South Florida,Bowling Green,2025-01-07 17:54:00+00:00,Immediate,0.82,3.0
3917,2025,Michael,Ray Jr.,S,UTEP,Prairie View A&M,2025-01-21 05:28:00+00:00,Immediate,,2.0
3918,2025,Caleb,Schmitz,TE,Cincinnati,Illinois State,2024-12-13 15:20:00+00:00,Immediate,,3.0
3919,2025,Hank,Zilinskas,IOL,Colorado,Rutgers,2024-12-31 17:17:00+00:00,Immediate,0.85,3.0
3920,2025,Zion,Booker,WR,Western Carolina,Tulsa,2025-01-04 18:33:00+00:00,Immediate,0.85,3.0
3921,2025,Duce,Robinson,WR,USC,Florida State,2024-12-23 00:05:00+00:00,Immediate,0.95,4.0
3922,2025,Caleb,LaVallee,LB,North Carolina,Florida State,2025-01-03 18:06:00+00:00,Immediate,0.84,3.0
3923,2025,Cam,Fancher,QB,Florida Atlantic,UCF,2024-12-20 22:53:00+00:00,Immediate,0.85,3.0
3924,2025,Sitiveni,Havili-Kaufusi,DL,UCLA,Oklahoma State,2025-01-05 17:33:00+00:00,Immediate,0.86,3.0
3925,2025,Terrance,Carter,TE,Louisiana,Texas Tech,2024-12-17 23:00:00+00:00,Immediate,0.9,4.0
3926,2025,Nate,Van Zelst,K,Wisconsin,,2024-12-17 22:56:00+00:00,Immediate,,
3927,2025,Trey,Dunn,QB,Navy,Marshall,2025-01-22 20:23:00+00:00,Immediate,,
3928,2025,Brian,Dillard,CB,South Alabama,,2025-01-26 23:41:04+00:00,Withdrawn,,3.0
3929,2025,Zion,Fonua,LB,Eastern Michigan,Abilene Christian,2025-01-15 02:28:00+00:00,Immediate,,2.0
3930,2025,Lawrence,Hattar,IOL,Ferris State,Michigan,2025-01-05 23:43:00+00:00,Immediate,0.86,3.0
3931,2025,Garrison,Smith,K,Akron,Florida Atlantic,2024-12-24 18:47:00+00:00,Immediate,0.8,3.0
3932,2025,Taleeq,Robbins,DL,Houston,Hudson Valley,2025-01-14 20:28:00+00:00,Immediate,,
3933,2025,Mehki,Flowers,S,Penn State,Akron,2025-02-17 20:11:00+00:00,Immediate,,4.0
3934,2025,Demon,Clowney,EDGE,Louisville,South Carolina,2025-04-11 00:08:00+00:00,Immediate,0.86,3.0
3935,2025,Marshall,Nichols,P,UNLV,Georgia Tech,2025-01-02 15:54:00+00:00,Immediate,,
3936,2025,Malik,Puryear,DL,Charlotte,Winston-Salem State,2025-01-07 18:39:00+00:00,Immediate,,
3937,2025,Jerrian,Parker,RB,Southern Illinois,Sam Houston,2025-01-12 06:00:00+00:00,Immediate,0.84,3.0
3938,2025,AJ,Burton,IOL,Iowa State,Northern Colorado,2025-01-12 06:00:00+00:00,Immediate,,3.0
3939,2025,Tayven,Jackson,QB,Indiana,UCF,2025-01-03 19:42:00+00:00,Immediate,0.86,3.0
3940,2025,Luke,Hasz,TE,Arkansas,Ole Miss,2024-12-14 17:30:00+00:00,Immediate,0.92,4.0
3941,2025,Chauncey,Magwood,WR,UCF,Purdue,2025-01-05 18:28:00+00:00,Immediate,0.85,3.0
3942,2025,Steele,Wasel,QB,Oklahoma,,2024-12-24 17:16:00+00:00,Immediate,,2.0
3943,2025,James,Faminu,OT,Temple,UNLV,2025-01-10 21:49:00+00:00,Immediate,0.82,3.0
3944,2025,Gianni,Spetic,K,Ohio,Memphis,2025-01-05 13:23:00+00:00,Immediate,,2.0
3945,2025,Anthony,Woods,RB,Utah,UCLA,2025-01-10 00:27:00+00:00,Immediate,0.86,3.0
3946,2025,Bryce,Biggs,OT,Marshall,Marshall,2025-07-21 14:52:20+00:00,Immediate,,3.0
3947,2025,Sieh,Bangura,RB,Minnesota,Ohio,2024-12-31 06:00:00+00:00,Immediate,0.83,3.0
3948,2025,Kevin,Wigenton II,IOL,Illinois,Virginia,2025-01-06 17:19:00+00:00,Immediate,0.87,3.0
3949,2025,Isaiah,Wadsworth,CB,Wofford,Tulane,2024-12-22 17:22:00+00:00,Immediate,0.85,3.0
3950,2025,Jonah,Pace,DL,Central Michigan,Iowa,2024-12-23 23:23:00+00:00,Immediate,0.87,3.0
3951,2025,Ben,Kamara,CB,Upper Iowa University,Akron,2025-01-09 06:00:00+00:00,Immediate,,
3952,2025,Brodrick,Gooch,LB,App State,,2025-04-16 16:20:00+00:00,Immediate,,2.0
3953,2025,Christian,Fitzpatrick,WR,Marshall,Oklahoma State,2025-04-15 01:57:00+00:00,Immediate,0.87,3.0
3954,2025,Sean,Sullivan,IOL,Yale,Rice,2025-01-10 16:15:00+00:00,Immediate,0.83,3.0
3955,2025,Fa'alili,Fa'amoe,OT,Washington State,Wake Forest,2025-01-05 02:46:00+00:00,Immediate,0.92,4.0
3956,2025,Jeffrey,Ugochukwu,S,Vanderbilt,Coastal Carolina,2024-12-29 02:24:00+00:00,Immediate,0.83,3.0
3957,2025,Fisher,Camac,LB,UNLV,Virginia,2025-01-06 04:05:00+00:00,Immediate,0.86,3.0
3958,2025,Luke,Roaten,OT,Washington State,Abilene Christian,2025-01-25 06:00:00+00:00,Immediate,,3.0
3959,2025,Jaheem,Joseph,S,West Virginia,UNLV,2025-01-10 12:49:00+00:00,Immediate,,3.0
3960,2025,Kyran,Bourda,DL,Arizona State,Texas State,2025-01-30 01:36:00+00:00,Immediate,,3.0
3961,2025,Jake,Jarmolowich,S,Holy Cross,Colorado State,2025-01-23 01:47:00+00:00,Immediate,0.86,3.0
3962,2025,Ryker,Evans,RB,Nebraska,Nebraska-Kearney,2025-01-01 21:22:00+00:00,Immediate,,
3963,2025,Kamari,Wilson,S,Arizona State,Memphis,2025-01-07 02:39:00+00:00,Immediate,,4.0
3964,2025,Mekhi,Miller,WR,Missouri,Tulsa,2025-01-03 21:25:00+00:00,Immediate,0.85,3.0
3965,2025,Kam,Herring,CB,UTEP,East Central C.C.,2025-01-01 22:48:00+00:00,Immediate,,3.0
3966,2025,Sincere,Edwards,EDGE,Pittsburgh,UCF,2024-12-30 21:25:00+00:00,Immediate,0.9,4.0
3967,2025,Michael,Bumpus,DL,Brown,Boston College,2024-12-30 20:53:00+00:00,Immediate,0.84,3.0
3968,2025,Noah,Robinson,WR,Robert Morris,Tennessee Tech,2025-01-01 15:59:00+00:00,Immediate,,3.0
3969,2025,Travis,Burke,OT,Florida International,Memphis,2025-01-03 18:49:00+00:00,Immediate,0.84,3.0
3970,2025,Jayson,Jenkins,DL,Tennessee,Florida State,2025-01-05 14:14:00+00:00,Immediate,0.91,4.0
3971,2025,La'Varis,Stanford,CB,Western Michigan,,2025-04-17 15:33:00+00:00,Immediate,,3.0
3972,2025,Erwin,Nash,WR,Kansas State,Northwest Missouri St,2025-01-16 03:40:00+00:00,Immediate,,
3973,2025,Joey,Zelinsky,EDGE,Eastern Michigan,Pittsburgh,2025-01-05 03:36:00+00:00,Immediate,0.85,3.0
3974,2025,Justyn,Reid,TE,Southern Miss,Tulane,2025-01-06 12:42:00+00:00,Immediate,0.81,3.0
3975,2025,Myles,Parker,DL,Tennessee Tech,Houston,2025-04-18 19:09:00+00:00,Immediate,0.83,3.0
3976,2025,Brandon,Best,IOL,Georgia Tech,Kennesaw State,2025-04-15 19:44:29+00:00,Immediate,,3.0
3977,2025,Isaiah,Thomas,S,Miami,Kennesaw State,2025-04-18 15:56:00+00:00,Immediate,0.85,3.0
3978,2025,Broderick,Roman,IOL,Eastern Michigan,Southern Miss,2024-12-24 00:17:00+00:00,Immediate,0.84,3.0
3979,2025,Jamir,Conn,CB,Southern Illinois,Nebraska,2025-01-06 04:46:00+00:00,Immediate,0.86,3.0
3980,2025,Jaren,Sensabaugh,CB,Missouri,NC State,2025-01-05 18:22:00+00:00,Immediate,0.87,3.0
3981,2025,Jake,Strong,QB,Texas Tech,McNeese,2025-01-06 00:59:00+00:00,Immediate,,3.0
3982,2025,Kevin,Coleman Jr.,WR,Mississippi State,Missouri,2024-12-14 18:40:00+00:00,Immediate,0.92,4.0
3983,2025,Jacob,Zeno,QB,UAB,Texas A&M,2024-12-11 00:28:00+00:00,Immediate,0.85,3.0
3984,2025,Robby,Ashford,QB,South Carolina,Wake Forest,2025-01-05 18:16:00+00:00,Immediate,0.85,3.0
3985,2025,Caleb,Offord,CB,Alabama State,Kennesaw State,2025-01-06 06:00:00+00:00,Immediate,,3.0
3986,2025,Trech,Kekahuna,WR,Wisconsin,,2024-12-12 03:00:00+00:00,Withdrawn,,3.0
3987,2025,Hunter,Zambrano,IOL,Illinois State,Texas Tech,2024-12-12 01:54:00+00:00,Immediate,0.93,4.0
3988,2025,JT,Hand,IOL,Arizona,Oregon State,2024-12-12 01:03:00+00:00,Immediate,,3.0
3989,2025,Redd,Hibbler,EDGE,NC State,Mississippi State,2024-12-12 00:25:00+00:00,Immediate,0.88,3.0
3990,2025,Wyatt,Sullivan,TE,Florida Atlantic,South Florida,2024-12-11 23:36:00+00:00,Immediate,,3.0
3991,2025,Kyndrich,Breedlove,CB,Purdue,Arizona State,2025-01-13 21:59:00+00:00,Immediate,0.86,3.0
3992,2025,Jordan,Sanders,DL,Cal Poly,Texas State,2024-12-29 17:11:00+00:00,Immediate,0.83,3.0
3993,2025,Donavon,Greene,WR,Wake Forest,Virginia Tech,2025-01-11 03:45:00+00:00,Immediate,0.86,3.0
3994,2025,Gage,Keys,DL,Auburn,Kansas,2024-12-10 18:32:00+00:00,Immediate,0.85,3.0
3995,2025,Bennett,Walker,CB,San Diego State,North Dakota,2025-01-15 04:19:00+00:00,Immediate,,
3996,2025,Mahamane,Moussa,IOL,Purdue,Louisville,2024-12-10 17:55:00+00:00,Immediate,0.88,3.0
3997,2025,Justin,Royes,OT,Virginia Union,UCF,2024-12-23 23:59:00+00:00,Immediate,0.85,3.0
3998,2025,Chubba,Purdy,QB,Nevada,,2024-12-10 22:52:44+00:00,Withdrawn,,4.0
3999,2025,Ethan,Newman,IOL,Kennesaw State,Memphis,2024-12-11 20:54:00+00:00,Immediate,,
4000,2025,Keanu,Koht,EDGE,Alabama,Vanderbilt,2024-12-11 19:48:00+00:00,Immediate,0.88,3.0
4001,2025,Terry,Webb,DL,Texas State,SMU,2025-01-10 19:25:00+00:00,Immediate,0.86,3.0
4002,2025,Thomas,Castellanos,QB,Boston College,Florida State,2024-12-12 01:56:00+00:00,Immediate,0.87,3.0
4003,2025,Dean,Connors,RB,Rice,Houston,2025-01-02 17:02:00+00:00,Immediate,0.84,3.0
4004,2025,Evan,Boyd,WR,Central Michigan,Michigan State,2025-01-06 23:25:00+00:00,Immediate,0.85,3.0
4005,2025,Trey,Cornist,RB,Tulane,Central Michigan,2025-01-11 06:00:00+00:00,Immediate,0.84,3.0
4006,2025,Avery,Stuart,S,Kentucky,Ball State,2025-01-05 19:40:00+00:00,Immediate,0.84,3.0
4007,2025,Tywon,Wray Jr.,S,Oklahoma State,South Alabama,2025-01-13 06:00:00+00:00,Immediate,0.84,3.0
4008,2025,Christian,Ray,EDGE,UTEP,Houston Christian,2025-01-05 04:08:00+00:00,Immediate,,
4009,2025,Ethan,Tookes,CB,Alabama State,Kennesaw State,2025-01-06 06:00:00+00:00,Immediate,,
4010,2025,Evan,Boutorwick,LS,Michigan,,2025-04-16 13:22:00+00:00,Immediate,,
4011,2025,Bennett,Ringleb,OT,Tulsa,,2025-01-21 19:17:33+00:00,Withdrawn,,
4012,2025,Kaden,Beatty,DL,Kent State,Washington State,2025-01-25 17:37:00+00:00,Immediate,,2.0
4013,2025,Michael,Flores,IOL,Old Dominion,Louisville,2025-01-23 20:35:00+00:00,Immediate,0.86,3.0
4014,2025,Destun,Thomas,WR,Kennesaw State,,2025-01-20 23:43:19+00:00,Withdrawn,,3.0
4015,2025,Kedrick,Burley,EDGE,Middle Tennessee,,2025-04-17 20:53:00+00:00,Immediate,,3.0
4016,2025,Ian,Conerly-Goodly,S,Hudson Valley,Southeastern Louisiana,2025-01-09 21:46:00+00:00,Immediate,,
4017,2025,Wyatt,Milkovic,LB,Boise State,Western Illinois,2025-01-16 20:58:00+00:00,Immediate,,3.0
4018,2025,Joseph,Bakhole,EDGE,Chattanooga,App State,2025-01-17 06:00:00+00:00,Immediate,0.83,3.0
4019,2025,Graham,Friedrichsen,WR,Iowa,Northern Iowa,2025-01-14 20:54:00+00:00,Immediate,,
4020,2025,Ayden,Garnes,CB,West Virginia,Arizona,2025-01-06 16:25:00+00:00,Immediate,0.85,3.0
4021,2025,Cordale,Russell,WR,Colorado,Miami (OH),2024-12-22 20:00:00+00:00,Immediate,,4.0
4022,2025,Ryan,Johnson,EDGE,Southern Miss,,2024-12-28 17:18:00+00:00,Immediate,,
4023,2025,Zion,Turner,QB,Jacksonville State,Marshall,2025-01-06 14:38:00+00:00,Immediate,0.82,3.0
4024,2025,Tyler,Wegis,EDGE,Boise State,,2025-04-16 19:16:00+00:00,Immediate,,3.0
4025,2025,Troy,Omeire,WR,Arizona State,UNLV,2025-01-10 22:27:00+00:00,Immediate,0.84,3.0
4026,2025,Jalon,Peoples,CB,Texas Tech,North Dakota State,2025-01-05 18:44:00+00:00,Immediate,,3.0
4027,2025,Jordan,Shaw,CB,Washington,Texas A&M,2025-01-05 14:14:00+00:00,Immediate,0.87,3.0
4028,2025,Dean,Shaffer,LB,Yale,Massachusetts,2025-01-06 06:00:00+00:00,Immediate,,
4029,2025,David,Dellenbach,K,UCLA,Ohio,2025-01-11 20:49:00+00:00,Immediate,,
4030,2025,Anas,Luqman,EDGE,Arkansas-Pine Bluff,Ohio,2025-01-11 21:30:00+00:00,Immediate,0.84,3.0
4031,2025,Bernard,Causey III,CB,LSU,Georgia State,2025-01-11 06:00:00+00:00,Immediate,0.86,3.0
4032,2025,Tay,Yanta,IOL,Abilene Christian,North Texas,2025-01-05 16:00:00+00:00,Immediate,0.84,3.0
4033,2025,Jaylon,Edmond,CB,Washington State,Wake Forest,2025-01-06 03:06:00+00:00,Immediate,0.83,3.0
4034,2025,Jaavan,Mack,CB,Charlotte,Western Kentucky,2025-01-10 06:00:00+00:00,Immediate,,
4035,2025,Coleman,Bryson,S,Minnesota,North Carolina,2025-01-10 16:10:00+00:00,Immediate,0.86,3.0
4036,2025,Chase,Wilson,LB,Colorado State,West Virginia,2025-01-11 01:03:00+00:00,Immediate,0.85,3.0
4037,2025,Braden,Siders,EDGE,Wyoming,West Virginia,2025-01-11 15:12:00+00:00,Immediate,0.86,3.0
4038,2025,Carlos,Hernandez,WR,Washington State,Wake Forest,2025-01-06 02:22:00+00:00,Immediate,0.87,3.0
4039,2025,Percy,Lewis,OT,Auburn,Ole Miss,2025-01-10 22:04:00+00:00,Immediate,0.89,3.0
4040,2025,Antione,Jackson,CB,UCF,,2024-12-05 01:30:00+00:00,Immediate,,4.0
4041,2025,Yakiri,Walker,IOL,Colorado,Memphis,2024-12-21 02:50:00+00:00,Immediate,0.84,3.0
4042,2025,Micah,Bell,WR,Vanderbilt,Georgia,2025-01-08 17:53:00+00:00,Immediate,0.83,3.0
4043,2025,Zion,Branch,S,USC,Georgia,2025-01-05 21:30:00+00:00,Immediate,0.87,3.0
4044,2025,Kenan,Christon,RB,San Diego State,Jackson State,2025-02-05 21:20:00+00:00,Immediate,,4.0
4045,2025,Ty,Thompson,QB,Tulane,,2025-01-07 16:57:54+00:00,Withdrawn,0.85,3.0
4046,2025,Will,Flowers,IOL,Valdosta State,App State,2025-01-05 20:34:00+00:00,Immediate,0.8,3.0
4047,2025,Maverick,McIvor,QB,Abilene Christian,Western Kentucky,2025-01-06 01:58:00+00:00,Immediate,0.86,3.0
4048,2025,Agiye,Hall,WR,UCF,Sacramento State,2025-01-06 01:47:00+00:00,Immediate,0.86,3.0
4049,2025,Conner,Harrell,QB,North Carolina,Charlotte,2025-01-05 06:00:00+00:00,Immediate,0.85,3.0
4050,2025,J'Onre,Reed,IOL,Syracuse,USC,2025-01-08 22:38:00+00:00,Immediate,0.9,4.0
4051,2025,Caden,High,WR,South Carolina State,Stanford,2025-01-05 23:30:00+00:00,Immediate,0.86,3.0
4052,2025,Derek,Carter Jr.,CB,Jacksonville State,West Virginia,2025-01-09 03:24:00+00:00,Immediate,0.85,3.0
4053,2025,Rayfield,Lotten,TE,Mississippi State,Sam Houston,2025-01-11 16:38:00+00:00,Immediate,0.79,2.0
4054,2025,Patrick,Hisatake,DL,Hawai'i,Northeastern State,2025-01-09 18:38:00+00:00,Immediate,,3.0
4055,2025,Justin,Lamson,QB,Stanford,Montana State,2025-03-18 15:39:00+00:00,Immediate,0.84,3.0
